PING 11.0.0.18 (11.0.0.18) 56(84) bytes of data.
64 bytes from 11.0.0.18: icmp_seq=32 ttl=64 time=0.506 ms
64 bytes from 11.0.0.18: icmp_seq=33 ttl=64 time=0.537 ms
64 bytes from 11.0.0.18: icmp_seq=34 ttl=64 time=0.575 ms
64 bytes from 11.0.0.18: icmp_seq=35 ttl=64 time=0.586 ms
64 bytes from 11.0.0.18: icmp_seq=36 ttl=64 time=0.590 ms
64 bytes from 11.0.0.18: icmp_seq=37 ttl=64 time=0.580 ms
64 bytes from 11.0.0.18: icmp_seq=38 ttl=64 time=0.615 ms
64 bytes from 11.0.0.18: icmp_seq=39 ttl=64 time=0.481 ms
64 bytes from 11.0.0.18: icmp_seq=40 ttl=64 time=0.672 ms
64 bytes from 11.0.0.18: icmp_seq=41 ttl=64 time=0.584 ms
